CHARSET,SERVER,WHOIS_COUNTRY,WHOIS_STATEPRO,URL_LENGTH,NUMBER_SPECIAL_CHARACTERS,CONTENT_LENGTH,TCP_CONVERSATION_EXCHANGE,DIST_REMOTE_TCP_PORT,REMOTE_IPS,APP_BYTES,SOURCE_APP_PACKETS,REMOTE_APP_PACKETS,SOURCE_APP_BYTES,REMOTE_APP_BYTES,APP_PACKETS,DNS_QUERY_TIMES,WHOIS_REGDATE_YEAR,WHOIS_REGDATE_MONTH,WHOIS_REGDATE_DAY,WHOIS_REGDATE_HOUR,WHOIS_REGDATE_MINUTE,WHOIS_UPDATED_DATE_YEAR,WHOIS_UPDATED_DATE_MONTH,WHOIS_UPDATED_DATE_DAY,WHOIS_UPDATED_DATE_HOUR,WHOIS_UPDATED_DATE_MINUTE,Type
UTF-8,OTHER,US,WA,46,8,22479.0,7,6,4,606,7,8,496,606,7,0.0,2007,1,30,0,0,2016,12,28,0,0,0
ISO-8859-1,APACHE,OTHER,OTHER,46,10,344.0,5,3,3,498,5,8,504,498,5,0.0,2017,11,3,0,0,2017,4,24,0,0,0
UTF-8,OTHER,US,OTHER,46,10,,20,6,10,1392,20,12,766,1392,20,0.0,2004,8,25,0,0,2016,8,26,0,0,0
UTF-8,,US,OTHER,46,11,,7,4,3,582,7,8,596,582,7,0.0,2001,5,16,0,0,2015,5,13,0,0,0
UTF-8,OTHER,US,CA,46,9,,6,4,4,564,6,8,504,564,6,0.0,2001,1,13,0,12,2015,12,12,10,16,0
UTF-8,OTHER,US,CA,46,9,17810.0,50,40,5,5894,58,73,69918,6478,58,8.0,2003,11,22,0,0,2014,1,5,0,0,0
UTF-8,APACHE,US,OTHER,46,8,193.0,7,0,2,680,11,10,1363,1002,11,4.0,2016,10,14,0,0,2016,10,14,0,0,0
UTF-8,OTHER,US,CA,46,11,630.0,38,13,10,4509,48,52,35953,5267,48,10.0,1995,1,18,0,0,2015,8,26,0,0,0
UTF-8,OTHER,US,OTHER,46,10,,24,2,10,3146,28,30,4258,3442,28,4.0,2004,12,15,0,0,2015,2,25,0,0,0
UTF-8,,US,NY,46,9,7758.0,127,0,3,8942,131,144,233106,9242,131,4.0,1995,7,26,0,0,2016,7,21,0,0,0
ISO-8859-1,NGINX,,,46,8,2886.0,74,0,2,18084,78,96,113453,18384,78,4.0,1999,4,22,0,0,2016,9,9,0,0,0
ISO-8859-1,NGINX,US,OTHER,46,10,1510.0,20,2,6,3089,24,24,7088,3391,24,4.0,2004,8,1,0,0,2017,3,1,0,0,0
UTF-8,NGINX,US,CA,46,8,,15,8,6,2218,19,18,5203,2546,19,4.0,2006,5,26,0,0,2016,8,9,0,0,0
ISO-8859-1,,US,CA,46,12,1819.0,70,21,7,9463,80,80,133235,10217,80,10.0,2002,2,11,0,0,2017,2,2,0,0,0
UTF-8,OTHER,US,OTHER,46,10,,22,18,1,3331,28,27,62295,3739,28,6.0,2002,6,8,0,0,2015,10,15,0,0,0
ISO-8859-1,NGINX,US,OTHER,46,11,1511.0,44,11,7,6306,50,38,22528,6780,50,6.0,2004,8,1,0,0,2017,3,1,0,0,0
UTF-8,APACHE,US,OTHER,46,10,66804.0,44,2,7,3516,48,36,33488,3808,48,4.0,1996,5,20,0,0,2016,10,24,0,0,0
ISO-8859-1,NGINX,US,OTHER,46,10,1519.0,21,0,3,4103,25,30,16662,4405,25,4.0,2004,8,1,0,0,2017,3,1,0,0,0
ISO-8859-1,APACHE,,,46,12,235.0,12,0,3,1351,16,15,9692,1641,16,4.0,,,,,,,,,,,0
ISO-8859-1,NGINX,,,46,10,166.0,25,0,4,2115,29,30,17150,2479,29,4.0,2000,7,3,0,0,2017,3,23,0,0,0
UTF-8,CLOUDFLARE-NGINX,OTHER,,46,8,,12,0,3,1716,16,17,11285,2012,16,4.0,2000,8,7,0,0,2016,5,3,0,0,0
ISO-8859-1,OTHER,,,46,10,8745.0,28,0,3,4364,30,22,22879,4498,30,2.0,,,,,,,,,,,0
UTF-8,APACHE,,,46,10,,15,5,11,1244,17,23,1616,1384,17,2.0,,,,,,,,,,,0
US-ASCII,CLOUDFLARE-NGINX,US,OTHER,46,8,,22,16,8,3094,26,27,7809,3414,26,4.0,1999,3,12,0,0,2015,6,10,0,0,0
ISO-8859-1,OTHER,US,OTHER,46,8,333.0,125,0,1,8528,129,145,231799,8856,129,4.0,1998,11,15,0,0,2011,12,23,0,0,0
UTF-8,OTHER,US,CA,46,7,6984.0,33,1,5,3244,43,41,24696,4114,43,10.0,2000,7,31,0,0,2016,6,29,0,0,0
UTF-8,OTHER,AU,OTHER,46,9,10303.0,197,0,3,13622,200,255,486769,13794,200,2.0,2009,8,1,10,56,2017,9,1,10,11,0
UTF-8,OTHER,US,CA,46,10,,38,26,12,4376,44,47,40918,4832,44,6.0,2001,1,13,0,12,2015,12,12,10,16,0
UTF-8,NGINX,PA,OTHER,46,10,,0,0,0,0,0,0,0,0,0,0.0,2007,11,11,0,0,2015,12,18,0,0,0
ISO-8859-1,,US,OTHER,46,9,784.0,0,0,0,0,0,0,0,0,0,0.0,1999,11,28,0,0,2013,9,9,0,0,0
ISO-8859-1,,US,CA,46,6,,0,0,0,0,0,0,0,0,0,0.0,1997,3,29,0,0,2016,11,29,0,0,0
ISO-8859-1,OTHER,PA,OTHER,47,11,,26,11,7,3213,34,32,16931,3821,34,8.0,2004,7,19,0,0,2016,6,7,0,0,1
ISO-8859-1,CLOUDFLARE-NGINX,US,OTHER,47,9,,0,0,0,0,0,0,0,0,0,0.0,2003,2,9,0,0,2015,9,18,0,0,0
UTF-8,NGINX,PA,OTHER,47,9,,0,0,0,0,0,0,0,0,0,0.0,2007,11,11,0,0,2015,12,18,0,0,0
ISO-8859-1,,CA,OTHER,47,9,,0,0,0,0,0,0,0,0,0,0.0,1999,12,31,0,0,2016,12,17,0,0,0
UTF-8,OTHER,US,OTHER,47,8,7790.0,0,0,0,0,0,0,0,0,0,0.0,1998,8,28,0,0,2016,12,13,0,0,0
US-ASCII,MICROSOFT-HTTPAPI/2.0,US,OTHER,47,9,324.0,0,0,0,0,0,0,0,0,0,0.0,1999,5,2,0,0,2014,6,16,0,0,0
ISO-8859-1,APACHE,PA,OTHER,47,8,7362.0,0,0,0,0,0,0,0,0,0,0.0,2003,4,10,0,0,2014,8,12,0,0,0
UTF-8,OTHER,US,WA,47,9,,0,0,0,0,0,0,0,0,0,0.0,2007,2,10,0,0,2016,8,31,0,0,0
US-ASCII,MICROSOFT-HTTPAPI/2.0,US,OTHER,47,10,324.0,0,0,0,0,0,0,0,0,0,0.0,2007,4,24,0,0,2017,4,25,0,0,0
UTF-8,CLOUDFLARE-NGINX,US,OTHER,47,11,,0,0,0,0,0,0,0,0,0,0.0,2010,12,15,0,0,2016,10,27,0,0,0
ISO-8859-1,OTHER,,,47,10,423.0,0,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,0
ISO-8859-1,,US,OTHER,47,9,6748.0,0,0,0,0,0,0,0,0,0,0.0,1999,11,28,0,0,2013,9,9,0,0,0
UTF-8,,US,WA,47,10,,32,28,3,4948,40,35,19634,5516,40,8.0,2001,1,6,0,0,2016,5,17,0,0,0
UTF-8,CLOUDFLARE-NGINX,,,47,10,,31,3,5,3590,35,39,35687,3886,35,4.0,2007,8,22,0,0,2014,7,24,0,0,0
UTF-8,APACHE,,,47,9,17647.0,9,7,5,750,9,10,744,750,9,0.0,2001,1,26,0,0,2017,3,26,0,0,0
UTF-8,NGINX,OTHER,OTHER,47,9,,8,7,4,684,8,10,624,684,8,0.0,2007,6,6,0,0,2015,12,19,0,0,0
ISO-8859-1,OTHER,US,OTHER,47,9,1148.0,11,3,7,810,11,12,730,810,11,0.0,2002,9,19,0,0,2016,4,9,0,0,0
UTF-8,OTHER,US,OTHER,47,9,,13,7,2,2133,13,11,17914,2133,13,0.0,1995,7,28,0,0,2015,11,26,0,0,0
UTF-8,OTHER,US,CA,47,12,,29,20,8,4167,33,33,3181,4499,33,4.0,2001,1,13,0,12,2015,12,12,10,16,0
UTF-8,OTHER,AU,,47,10,,7,7,3,618,7,10,624,618,7,0.0,2006,7,20,0,0,2013,5,3,0,0,0
UTF-8,OTHER,US,OTHER,47,9,,17,7,10,1182,17,11,670,1182,17,0.0,1994,1,11,0,0,2014,4,30,0,0,0
UTF-8,NGINX,PA,OTHER,47,11,,61,46,14,6679,69,68,59369,7271,69,8.0,2007,11,11,0,0,2015,12,18,0,0,0
UTF-8,OTHER,AU,,47,10,,14,1,3,2133,20,18,3258,2609,20,6.0,2006,7,20,0,0,2013,5,3,0,0,0
UTF-8,NGINX,,,47,10,,34,0,5,4084,42,37,36205,4684,42,8.0,2001,8,5,0,0,2015,4,19,0,0,0
UTF-8,OTHER,,,47,11,,15,1,7,1552,21,20,2790,2000,21,6.0,,,,,,,,,,,0
UTF-8,OTHER,US,OTHER,47,9,,31,0,6,3312,35,38,36225,3612,35,4.0,1996,5,29,0,0,2015,4,28,0,0,0
ISO-8859-1,OTHER,CA,OTHER,47,8,479.0,31,7,8,3007,35,29,23628,3335,35,4.0,2002,10,18,0,0,2016,10,17,0,0,0
UTF-8,OTHER,,,47,11,10804.0,4,2,4,296,6,9,778,442,6,2.0,2004,10,18,0,0,2015,2,7,0,0,0
UTF-8,OTHER,US,CA,47,9,,55,45,5,6240,63,64,69305,6824,63,8.0,2003,11,22,0,0,2014,1,5,0,0,0
UTF-8,APACHE,,,47,9,14889.0,9,1,2,1180,13,15,1834,1484,13,4.0,1997,5,11,0,0,2015,4,14,0,0,0
UTF-8,OTHER,OTHER,OTHER,47,10,9527.0,23,2,4,2112,29,31,13191,2530,29,6.0,1997,6,13,0,0,2015,5,11,0,0,0
UTF-8,OTHER,US,CA,47,11,,24,19,2,3538,30,33,22895,3994,30,6.0,2001,1,13,0,12,2015,12,12,10,16,0
ISO-8859-1,,US,CA,47,8,,55,47,6,7049,65,64,110342,7819,65,10.0,1997,3,29,0,0,2016,11,29,0,0,0
ISO-8859-1,APACHE,AU,OTHER,47,10,,33,3,6,2457,35,36,68869,2617,35,2.0,2006,3,22,0,0,2017,3,22,0,0,0
ISO-8859-1,OTHER,US,NY,47,8,,76,3,7,5283,78,100,268442,5451,78,2.0,2000,3,28,0,0,2017,3,28,0,0,0
UTF-8,NGINX,CA,OTHER,47,8,,7,0,2,729,9,10,2045,871,9,2.0,2000,12,4,0,0,2017,4,4,0,0,0
ISO-8859-1,,US,OTHER,47,9,6748.0,33,2,8,3759,39,27,11243,4193,39,6.0,1999,11,28,0,0,2013,9,9,0,0,0
UTF-8,APACHE,CA,OTHER,47,9,44446.0,0,0,0,0,0,0,0,0,0,0.0,2003,9,12,0,0,2016,10,22,0,0,0
ISO-8859-1,,US,OTHER,47,9,675.0,0,0,0,0,0,0,0,0,0,0.0,1999,11,28,0,0,2013,9,9,0,0,0
ISO-8859-1,OTHER,US,CA,47,9,193.0,0,0,0,0,0,0,0,0,0,0.0,2006,11,28,0,0,2014,3,13,0,0,0
ISO-8859-1,,US,CA,47,11,1819.0,0,0,0,0,0,0,0,0,0,0.0,2002,2,11,0,0,2017,2,2,0,0,0
ISO-8859-1,OTHER,OTHER,,48,10,345.0,17,5,10,1320,19,21,1967,1474,19,2.0,1996,2,24,0,0,2016,12,27,0,0,1
UTF-8,NGINX,,,48,11,640.0,23,1,4,2912,31,25,3753,3494,31,8.0,,,,,,,,,,,1
ISO-8859-1,OTHER,US,OTHER,48,10,2516.0,22,0,2,3448,28,24,9819,3912,28,6.0,2000,5,24,0,0,2016,5,25,0,0,1
ISO-8859-1,OTHER,US,OTHER,48,11,2516.0,24,0,2,4041,30,25,12420,4505,30,6.0,2000,5,24,0,0,2016,5,25,0,0,1
UTF-8,APACHE,OTHER,OTHER,48,14,,48,0,1,3450,50,51,66124,3602,50,2.0,2006,7,10,0,0,2017,7,3,0,0,1
US-ASCII,MICROSOFT-HTTPAPI/2.0,US,OTHER,48,9,324.0,0,0,0,0,0,0,0,0,0,0.0,2005,12,21,0,0,2016,8,12,0,0,0
UTF-8,APACHE,US,OTHER,48,10,67135.0,0,0,0,0,0,0,0,0,0,0.0,1996,5,20,0,0,2016,10,24,0,0,0
UTF-8,NGINX,,,48,11,,0,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,0
ISO-8859-1,CLOUDFLARE-NGINX,US,OTHER,48,9,,0,0,0,0,0,0,0,0,0,0.0,2003,2,9,0,0,2015,9,18,0,0,0
UTF-8,OTHER,US,CA,48,11,4699.0,0,0,0,0,0,0,0,0,0,0.0,2001,1,13,0,12,2015,12,12,10,16,0
ISO-8859-1,APACHE,AU,OTHER,48,11,,0,0,0,0,0,0,0,0,0,0.0,2006,3,22,0,0,2017,3,22,0,0,0
US-ASCII,MICROSOFT-HTTPAPI/2.0,US,OTHER,48,8,324.0,0,0,0,0,0,0,0,0,0,0.0,1998,1,7,0,0,2016,6,26,0,0,0
UTF-8,OTHER,US,OTHER,48,9,16333.0,0,0,0,0,0,0,0,0,0,0.0,2004,5,5,0,0,2016,4,20,0,0,0
ISO-8859-1,,US,CA,48,9,1819.0,33,27,2,6235,41,40,16697,6835,41,8.0,2002,2,11,0,0,2017,2,2,0,0,0
UTF-8,OTHER,AU,,48,10,,0,0,0,0,0,0,0,0,0,0.0,2006,7,20,0,0,2013,5,3,0,0,0
ISO-8859-1,APACHE,,,48,11,288.0,0,0,0,0,0,0,0,0,0,0.0,2000,11,10,0,0,2016,12,12,0,0,0
US-ASCII,MICROSOFT-HTTPAPI/2.0,US,OTHER,48,8,324.0,0,0,0,0,0,0,0,0,0,0.0,2004,2,12,0,0,2015,11,25,0,0,0
ISO-8859-1,OTHER,US,CA,48,8,299.0,7,7,3,618,7,10,624,618,7,0.0,1998,10,8,0,0,2012,10,7,0,0,0
ISO-8859-1,OTHER,OTHER,,48,9,13913.0,10,3,3,1224,16,15,1814,1696,16,6.0,2005,4,13,0,0,2016,10,11,0,0,0
US-ASCII,MICROSOFT-HTTPAPI/2.0,OTHER,,48,9,324.0,7,7,3,618,7,9,562,618,7,0.0,2000,8,14,0,0,2016,6,7,0,0,0
UTF-8,OTHER,US,CA,48,9,,5,3,2,498,5,8,508,498,5,0.0,2001,1,13,0,12,2015,12,12,10,16,0
UTF-8,MICROSOFT-IIS/7.5,US,OTHER,48,9,39.0,25,4,8,2313,29,29,9531,2621,29,4.0,2005,12,29,0,0,2017,6,2,0,0,0
ISO-8859-1,APACHE,US,OTHER,48,9,333.0,5,3,3,498,5,8,504,498,5,0.0,2002,6,25,0,0,2016,6,26,0,0,0
UTF-8,OTHER,US,NY,48,11,,8,7,6,684,8,11,696,684,8,0.0,1994,10,18,0,0,2016,6,10,0,0,0
ISO-8859-1,,US,CA,48,11,1819.0,44,31,4,6925,52,43,17604,7525,52,8.0,2002,2,11,0,0,2017,2,2,0,0,0
ISO-8859-1,,,,48,9,6748.0,24,2,5,3179,30,29,11372,3613,30,6.0,1999,11,28,0,0,2013,9,9,0,0,0
UTF-8,OTHER,US,CA,48,7,38123.0,47,10,6,4576,55,52,49426,5282,55,8.0,2000,7,31,0,0,2016,6,29,0,0,0
US-ASCII,CLOUDFLARE-NGINX,US,OTHER,48,8,,26,12,10,3878,30,33,8839,4198,30,4.0,1999,3,12,0,0,2015,6,10,0,0,0
UTF-8,OTHER,,,48,11,1371.0,26,2,8,2873,34,37,5727,3453,34,8.0,2003,4,28,0,0,2016,4,29,0,0,0
UTF-8,APACHE,US,OTHER,48,10,58.0,24,6,12,2634,28,26,4384,2932,28,4.0,2014,6,22,0,0,2016,6,22,0,0,0
UTF-8,APACHE,CA,OTHER,48,9,46579.0,113,0,3,7746,117,134,229040,8062,117,4.0,2003,9,12,0,0,2016,10,22,0,0,0
UTF-8,OTHER,OTHER,OTHER,48,10,,0,0,0,0,0,0,0,0,0,0.0,2015,5,24,0,0,2016,4,22,0,0,0
US-ASCII,MICROSOFT-HTTPAPI/2.0,OTHER,OTHER,48,8,324.0,0,0,0,0,0,0,0,0,0,0.0,1999,5,8,0,0,2017,10,2,0,0,0
ISO-8859-1,CLOUDFLARE-NGINX,US,OTHER,48,11,,0,0,0,0,0,0,0,0,0,0.0,1998,8,21,0,0,2016,3,10,0,0,0
ISO-8859-1,OTHER,OTHER,,49,12,528.0,17,1,6,1661,23,19,2944,2123,23,6.0,2003,8,28,0,0,2016,10,5,0,0,1
ISO-8859-1,OTHER,OTHER,OTHER,49,12,2211.0,12,8,1,2037,16,16,6187,2355,16,4.0,2004,9,3,0,0,2016,4,1,0,0,1
UTF-8,OTHER,OTHER,,49,13,,18,0,3,1643,22,25,14342,1935,22,4.0,2002,3,1,0,0,2015,12,1,0,0,1
UTF-8,OTHER,US,OTHER,49,12,4877.0,8,0,2,811,10,11,6062,961,10,2.0,2009,3,22,0,0,2017,3,22,0,0,1
UTF-8,APACHE,OTHER,OTHER,49,13,,50,0,2,3571,52,55,66449,3723,52,2.0,2006,7,10,0,0,2017,7,3,0,0,1
US-ASCII,CLOUDFLARE-NGINX,US,OTHER,49,7,,0,0,0,0,0,0,0,0,0,0.0,2005,10,6,0,0,2015,4,6,0,0,0
ISO-8859-1,APACHE,US,OTHER,49,9,959.0,0,0,0,0,0,0,0,0,0,0.0,2000,3,7,17,33,2016,4,7,14,14,0
US-ASCII,MICROSOFT-HTTPAPI/2.0,US,OTHER,49,9,324.0,0,0,0,0,0,0,0,0,0,0.0,1996,2,2,0,0,2016,7,4,0,0,0
UTF-8,APACHE,OTHER,OTHER,49,10,19361.0,0,0,0,0,0,0,0,0,0,0.0,1997,2,19,0,0,2015,12,15,0,0,0
ISO-8859-1,,US,CA,49,11,1819.0,0,0,0,0,0,0,0,0,0,0.0,2002,2,11,0,0,2017,2,2,0,0,0
ISO-8859-1,OTHER,,,49,9,475.0,14,0,1,1205,16,18,16593,1383,16,2.0,2010,8,23,0,0,2015,4,17,0,0,0
ISO-8859-1,,US,OTHER,49,9,783.0,0,0,0,0,0,0,0,0,0,0.0,1999,11,28,0,0,2013,9,9,0,0,0
ISO-8859-1,OTHER,US,OTHER,49,10,1148.0,9,0,2,851,11,9,2135,1003,11,2.0,2009,9,23,0,0,2016,8,9,0,0,0
UTF-8,APACHE,,,49,11,,25,6,11,1662,25,12,799,1662,25,0.0,,,,,,,,,,,0
UTF-8,NGINX,US,CA,49,9,,12,3,4,864,12,6,372,864,12,0.0,2005,7,10,16,25,2016,10,9,6,58,0
ISO-8859-1,APACHE,AU,OTHER,49,10,,15,6,8,1122,15,11,702,1122,15,0.0,2006,3,22,0,0,2017,3,22,0,0,0
ISO-8859-1,OTHER,,,49,12,506.0,22,19,7,1476,22,18,1344,1476,22,0.0,,,,,,,,,,,0
UTF-8,OTHER,US,CA,49,9,,18,15,2,2736,18,13,4846,2736,18,0.0,1999,5,14,0,0,2016,6,28,0,0,0
UTF-8,APACHE,US,CA,49,9,5005.0,3,3,1,366,3,5,306,366,3,0.0,1995,9,20,0,0,2017,3,21,0,0,0
UTF-8,OTHER,OTHER,OTHER,49,10,,9,5,6,738,9,15,1064,738,9,0.0,2004,8,30,0,0,2017,8,3,0,0,0
ISO-8859-1,APACHE,US,OTHER,49,7,2367.0,6,3,3,552,6,7,436,552,6,0.0,2003,1,30,0,0,2016,1,31,0,0,0
UTF-8,OTHER,US,CA,49,9,,5,4,2,486,5,6,480,486,5,0.0,2003,11,22,0,0,2014,1,5,0,0,0
UTF-8,CLOUDFLARE-NGINX,US,WA,49,9,,3,3,1,366,3,4,244,366,3,0.0,2000,11,22,0,0,2016,9,28,0,0,0
ISO-8859-1,OTHER,US,CA,49,9,2119.0,2,2,1,276,2,3,184,276,2,0.0,2002,2,11,0,0,2017,2,2,0,0,0
ISO-8859-1,APACHE,US,OTHER,49,9,128.0,5,4,3,474,5,8,490,474,5,0.0,2001,6,11,1,42,2017,11,3,15,28,0
UTF-8,OTHER,US,CA,49,11,,31,24,8,4739,37,37,18554,5195,37,6.0,2001,1,13,0,12,2015,12,12,10,16,0
ISO-8859-1,NGINX,US,OTHER,49,9,162.0,19,6,9,1720,25,27,2880,2138,25,6.0,1999,11,11,0,0,2016,4,16,0,0,0
UTF-8,APACHE,US,OTHER,49,10,66441.0,14,1,3,1567,18,20,6818,1859,18,4.0,1996,5,20,0,0,2016,10,24,0,0,0
UTF-8,OTHER,US,CA,49,12,640.0,32,16,6,4464,40,39,39561,5064,40,8.0,1995,1,18,0,0,2015,8,26,0,0,0
UTF-8,APACHE,CA,OTHER,49,9,44393.0,8,0,5,516,8,2,124,516,8,0.0,2003,9,12,0,0,2016,10,22,0,0,0
UTF-8,OTHER,US,NY,49,10,6881.0,26,0,7,2270,30,24,10000,2562,30,4.0,1990,7,26,0,0,2016,7,21,0,0,0
UTF-8,OTHER,US,OTHER,49,10,,51,46,3,5413,57,61,64860,5841,57,6.0,1994,1,11,0,0,2014,4,30,0,0,0
ISO-8859-1,NGINX,US,OTHER,49,10,1505.0,43,11,15,5371,49,46,16215,5845,49,6.0,2004,8,1,0,0,2017,3,1,0,0,0
ISO-8859-1,APACHE,,,49,11,1368.0,0,0,0,0,0,2,124,0,0,0.0,,,,,,,,,,,0
ISO-8859-1,APACHE,AU,OTHER,49,10,,0,0,0,0,0,0,0,0,0,0.0,2006,3,22,0,0,2017,3,22,0,0,0
UTF-8,NGINX,US,FL,49,10,,0,0,0,0,0,0,0,0,0,0.0,2003,7,26,0,0,2016,4,22,0,0,0
ISO-8859-1,,US,CA,49,9,,0,0,0,0,0,0,0,0,0,0.0,1997,3,29,0,0,2016,11,29,0,0,0
ISO-8859-1,APACHE,US,OTHER,49,10,236.0,21,7,2,2681,27,26,21979,3159,27,6.0,1995,5,16,0,0,2016,10,21,0,0,0
UTF-8,OTHER,AU,OTHER,49,9,101.0,0,0,0,0,0,0,0,0,0,0.0,2004,8,19,0,0,2016,5,7,0,0,0
UTF-8,APACHE,OTHER,OTHER,50,13,,47,0,1,3386,51,53,66317,3696,51,4.0,2006,7,10,0,0,2017,7,3,0,0,1
UTF-8,NGINX,,,50,11,640.0,20,1,4,2330,28,24,3609,2912,28,8.0,,,,,,,,,,,1
ISO-8859-1,OTHER,OTHER,OTHER,50,11,1108.0,7,0,2,746,9,11,2189,904,9,2.0,2004,4,26,0,0,2017,4,27,0,0,1
ISO-8859-1,,US,CA,50,12,1819.0,0,0,0,0,0,0,0,0,0,0.0,2002,2,11,0,0,2017,2,2,0,0,0
UTF-8,APACHE,CA,OTHER,50,9,43996.0,0,0,0,0,0,0,0,0,0,0.0,2003,9,12,0,0,2016,10,22,0,0,0
ISO-8859-1,APACHE,US,OTHER,50,10,13076.0,0,0,0,0,0,0,0,0,0,0.0,2006,9,3,0,0,2017,2,23,0,0,0
UTF-8,APACHE,CA,OTHER,50,10,6953.0,0,0,0,0,0,0,0,0,0,0.0,2011,7,23,0,0,2015,7,12,0,0,0
UTF-8,OTHER,US,CA,50,10,,64,49,12,7487,74,84,75625,8219,74,10.0,2003,11,22,0,0,2014,1,5,0,0,0
UTF-8,OTHER,US,CA,50,9,,5,3,3,498,5,6,372,498,5,0.0,2002,9,12,0,0,2014,2,5,0,0,0
ISO-8859-1,MICROSOFT-IIS/7.5,US,FL,50,9,3071.0,8,6,4,696,8,10,636,696,8,0.0,1999,2,4,0,0,2016,6,5,0,0,0
ISO-8859-1,NGINX,US,OTHER,50,10,243.0,13,8,2,2382,17,20,7775,2682,17,4.0,2007,5,21,21,12,2014,3,27,15,6,0
ISO-8859-1,OTHER,,,50,10,,94,3,8,6904,98,103,197501,7208,98,4.0,,,,,,,,,,,0
ISO-8859-1,,US,CA,50,11,1819.0,33,27,5,5203,41,44,13097,5803,41,8.0,2002,2,11,0,0,2017,2,2,0,0,0
UTF-8,NGINX,US,NY,50,10,,80,3,5,8291,88,93,135375,8889,88,8.0,1996,4,10,0,0,2017,1,17,0,0,0
US-ASCII,MICROSOFT-HTTPAPI/2.0,US,CA,50,11,324.0,25,1,6,2829,29,28,23089,3131,29,4.0,1996,1,5,0,0,2017,3,25,0,0,0
ISO-8859-1,APACHE,,,50,11,2797.0,35,0,4,2949,39,43,43296,3263,39,4.0,,,,,,,,,,,0
ISO-8859-1,OTHER,US,NY,50,12,,17,0,5,1570,21,21,6049,1842,21,4.0,1995,1,31,5,0,2014,4,12,17,41,0
UTF-8,OTHER,US,CA,50,11,,34,25,9,3787,42,42,33677,4365,42,8.0,2001,1,13,0,12,2015,12,12,10,16,0
ISO-8859-1,,,,50,9,1189.0,22,4,12,1960,28,23,2807,2420,28,6.0,2007,2,22,0,0,2016,2,22,0,0,0
UTF-8,NGINX,US,CA,50,9,24971.0,7,0,2,995,11,12,1507,1287,11,4.0,1994,6,12,0,0,2015,3,11,0,0,0
ISO-8859-1,,,,50,10,413.0,10,0,4,926,14,13,1788,1266,14,4.0,,,,,,,,,,,0
UTF-8,MICROSOFT-IIS/7.5,US,FL,50,9,5316.0,57,4,6,6820,59,61,79053,6966,59,2.0,2003,2,1,0,0,2017,1,1,0,0,0
UTF-8,APACHE,,,50,11,435494.0,226,6,6,15162,228,284,383760,15314,228,2.0,,,,,,,,,,,0
ISO-8859-1,,US,CA,50,14,,20,2,5,1849,26,22,26589,2279,26,6.0,1998,9,1,0,0,2017,4,1,0,0,0
US-ASCII,MICROSOFT-IIS/7.5,US,OTHER,50,9,324.0,0,0,0,0,0,0,0,0,0,0.0,2003,9,26,0,0,2016,6,17,0,0,0
ISO-8859-1,MICROSOFT-IIS/7.5,US,WA,50,11,1208.0,0,0,0,0,0,0,0,0,0,0.0,2000,9,13,0,0,2016,8,29,0,0,0
ISO-8859-1,OTHER,US,OTHER,50,9,1149.0,0,0,0,0,0,0,0,0,0,0.0,1999,6,10,0,0,2008,12,13,0,0,0
UTF-8,NGINX,US,CA,50,10,,0,0,0,0,0,0,0,0,0,0.0,2003,11,6,0,0,2014,10,18,0,0,0
UTF-8,OTHER,US,OTHER,50,10,1970.0,0,0,0,0,0,0,0,0,0,0.0,1996,12,30,0,0,2016,10,30,0,0,0
US-ASCII,MICROSOFT-HTTPAPI/2.0,US,FL,50,10,324.0,0,0,0,0,0,0,0,0,0,0.0,1995,9,14,0,0,2016,12,5,0,0,0
US-ASCII,MICROSOFT-HTTPAPI/2.0,US,OTHER,50,9,324.0,0,0,0,0,0,0,0,0,0,0.0,1998,2,27,5,0,2012,12,17,21,45,0
UTF-8,APACHE,OTHER,OTHER,51,14,,46,0,1,3321,48,49,66184,3473,48,2.0,2006,7,10,0,0,2017,7,3,0,0,1
ISO-8859-1,CLOUDFLARE-NGINX,US,WA,51,14,,14,4,6,888,14,6,376,888,14,0.0,1999,11,1,0,0,2017,4,4,0,0,1
ISO-8859-1,OTHER,OTHER,OTHER,51,10,,0,0,0,0,0,0,0,0,0,0.0,2007,4,1,0,0,2016,7,12,0,0,0
US-ASCII,MICROSOFT-IIS/7.5,,,51,10,324.0,0,0,0,0,0,0,0,0,0,0.0,2003,9,26,0,0,2016,6,17,0,0,0
UTF-8,OTHER,US,OTHER,51,10,,0,0,0,0,0,0,0,0,0,0.0,2004,4,11,22,27,2016,9,21,15,14,0
UTF-8,OTHER,US,CA,51,8,25866.0,0,0,0,0,0,0,0,0,0,0.0,1995,1,25,0,0,2013,5,12,0,0,0
ISO-8859-1,NGINX,US,OTHER,51,10,6130.0,0,0,0,0,0,0,0,0,0,0.0,2007,1,21,22,31,2016,12,23,4,58,0
ISO-8859-1,,US,CA,51,9,,0,0,0,0,0,0,0,0,0,0.0,1997,3,29,0,0,2016,11,29,0,0,0
ISO-8859-1,OTHER,OTHER,OTHER,51,10,231.0,7,1,2,769,9,10,1298,909,9,2.0,2000,7,3,0,0,2017,3,27,0,0,0
